Order ID,Order Date,Ship Date,Ship Mode,Order Priority
CA-2013-TT21070140-41369,4/5/2017,4/7/2017,First Class,Medium
US-2013-NK1849098-41349,3/16/2017,3/20/2017,Standard Class,High
ES-2012-DL1292548-40957,2/18/2016,2/22/2016,Second Class,Medium
MX-2015-SP2062082-42201,7/16/2019,7/21/2019,Standard Class,High
CA-2015-JF15355140-42118,4/24/2019,4/26/2019,Second Class,High
MX-2014-TM2149039-41923,10/11/2018,10/18/2018,Standard Class,Low
CA-2013-BT11395140-41331,2/26/2017,2/27/2017,First Class,Critical
ID-2015-MV18190118-42270,9/23/2019,9/29/2019,Standard Class,Medium
IN-2015-MR17545113-42272,9/25/2019,9/27/2019,First Class,Medium
IT-2012-TG2131062-41166,9/14/2016,9/14/2016,Same Day,High
SA-2015-CL1890110-42277,9/30/2019,10/5/2019,Standard Class,Medium
ES-2015-NP1870034-42234,8/18/2019,8/24/2019,Standard Class,Medium
IZ-2014-DK283561-41902,9/20/2018,9/25/2018,Standard Class,Medium
MX-2014-BP1129036-41685,2/15/2018,2/19/2018,Standard Class,High
ES-2015-DW1319545-42237,8/21/2019,8/26/2019,Standard Class,Medium
NI-2014-MV819095-41943,10/31/2018,11/5/2018,Second Class,High
CA-2014-BT11395140-41779,5/20/2018,5/25/2018,Standard Class,Medium
IR-2014-DK337560-41797,6/7/2018,6/11/2018,Standard Class,High
CA-2013-BT11395140-41607,11/29/2017,12/4/2017,Standard Class,High
NI-2015-CR258095-42224,8/8/2019,8/12/2019,Second Class,High
CA-2013-SS20875140-41329,2/24/2017,3/1/2017,Standard Class,Medium
ES-2013-JB1604545-41615,12/7/2017,12/11/2017,Second Class,Medium
MX-2014-DJ1351082-41943,10/31/2018,11/6/2018,Standard Class,Low
IN-2013-GH144257-41489,8/3/2017,8/8/2017,Standard Class,High
IN-2014-LC1714027-42000,12/27/2018,12/31/2018,Standard Class,Medium
IN-2012-EA1403527-40960,2/21/2016,2/28/2016,Standard Class,Low
CA-2014-BE11410140-41927,10/15/2018,10/20/2018,Standard Class,Medium
IN-2012-TM2149059-41230,11/17/2016,11/18/2016,First Class,Critical
RO-2013-DJ3630107-41634,12/26/2017,12/28/2017,Second Class,Medium
MX-2013-TS2134082-41443,6/18/2017,6/20/2017,Second Class,High
ID-2015-BH117107-42341,12/3/2019,12/5/2019,Second Class,Critical
IT-2014-EJ14155120-41982,12/9/2018,12/11/2018,Second Class,High
IN-2014-JF152957-41872,8/21/2018,8/26/2018,Standard Class,Medium
CA-2013-PO19180140-41594,11/16/2017,11/22/2017,Standard Class,Low
CA-2015-BE11410140-42026,1/22/2019,1/26/2019,Standard Class,High
IN-2013-MV1748521-41636,12/28/2017,12/30/2017,Second Class,High
CA-2014-BE11410140-41677,2/7/2018,2/9/2018,First Class,Critical
ES-2014-JH1618048-41842,7/22/2018,7/26/2018,Standard Class,Medium
MX-2013-PC1874582-41422,5/28/2017,6/3/2017,Standard Class,Low
MX-2012-JD1589539-40997,3/29/2016,4/1/2016,First Class,Critical
LE-2015-JF541571-42294,10/17/2019,10/24/2019,Standard Class,Low
ES-2014-JM15655139-41898,9/16/2018,9/21/2018,Standard Class,Medium
IN-2012-PG1889527-41242,11/29/2016,11/29/2016,Same Day,Critical
IN-2015-RM1937558-42147,5/23/2019,5/25/2019,Second Class,Critical
CA-2014-BE11410140-41962,11/19/2018,11/19/2018,Same Day,Medium
MX-2015-SG2089093-42314,11/6/2019,11/10/2019,Standard Class,Medium
ID-2015-KC166757-42068,3/5/2019,3/10/2019,Standard Class,Medium
ES-2013-AB10015139-41353,3/20/2017,3/20/2017,Same Day,High
CA-2015-BE11410140-42271,9/24/2019,9/27/2019,First Class,Medium
NI-2014-RA994595-41979,12/6/2018,12/7/2018,First Class,High
CA-2015-BO11425140-42294,10/17/2019,10/22/2019,Standard Class,Medium
TZ-2015-MD7350129-42133,5/9/2019,5/14/2019,Standard Class,Medium
US-2012-CS1195018-41075,6/15/2016,6/19/2016,Standard Class,High
MX-2013-RD1972018-41636,12/28/2017,1/2/2018,Standard Class,High
CA-2015-JK15370140-42325,11/17/2019,11/21/2019,Standard Class,Medium
IT-2014-MM1726091-41861,8/10/2018,8/13/2018,Second Class,Medium
ES-2015-RD1948045-42369,12/31/2019,1/2/2020,Second Class,Medium
IN-2014-SH2063527-41852,8/1/2018,8/5/2018,Standard Class,High
US-2015-MG1820518-42140,5/16/2019,5/16/2019,Same Day,Medium
IN-2014-RA1988558-41961,11/18/2018,11/23/2018,Standard Class,Medium
CA-2015-JB15400140-42318,11/10/2019,11/12/2019,First Class,Critical
IN-2014-NF183857-41791,6/1/2018,6/4/2018,Second Class,Medium
US-2014-KH1633036-41944,11/1/2018,11/4/2018,First Class,High
MX-2014-SC2084539-41801,6/11/2018,6/16/2018,Standard Class,Medium
MX-2013-JD1589582-41566,10/19/2017,10/23/2017,Standard Class,Medium
MX-2014-AG10765141-41783,5/24/2018,5/29/2018,Second Class,Medium
CA-2013-BO11425140-41527,9/10/2017,9/17/2017,Standard Class,Medium
CA-2014-JP15520140-41887,9/5/2018,9/10/2018,Standard Class,Medium
IN-2014-MO1750066-41964,11/21/2018,11/27/2018,Standard Class,Low
IN-2015-LS172457-42145,5/21/2019,5/27/2019,Standard Class,Medium
US-2014-BT11440140-41809,6/19/2018,6/22/2018,First Class,High
ES-2015-LC1705048-42161,6/6/2019,6/10/2019,Standard Class,Medium
CA-2013-JB15400140-41395,5/1/2017,5/7/2017,Standard Class,Medium
IT-2013-PO1886548-41363,3/30/2017,4/4/2017,Second Class,Medium
ES-2012-AB1025548-41174,9/22/2016,9/28/2016,Standard Class,Low
NI-2012-JK537095-41074,6/14/2016,6/19/2016,Standard Class,Medium
MX-2015-SC2080018-42167,6/12/2019,6/17/2019,Standard Class,Medium
CA-2013-JK15625140-41633,12/25/2017,12/30/2017,Standard Class,High
IN-2015-JC1610511-42042,2/7/2019,2/9/2019,Second Class,Critical
CA-2015-SV20815140-42293,10/16/2019,10/20/2019,Standard Class,High
MX-2014-RW1969082-41948,11/5/2018,11/11/2018,Standard Class,Medium
ES-2014-PP1895564-41874,8/23/2018,8/29/2018,Standard Class,Medium
CA-2013-JF15415140-41572,10/25/2017,10/27/2017,Second Class,High
AO-2012-JK53704-41257,12/14/2016,12/18/2016,Standard Class,High
ID-2012-GM1468059-41161,9/9/2016,9/16/2016,Standard Class,Low
MO-2015-RE940586-42298,10/21/2019,10/26/2019,Standard Class,Medium
IN-2013-CY1274559-41404,5/10/2017,5/14/2017,Standard Class,Medium
MO-2015-MG768086-42187,7/2/2019,7/6/2019,Standard Class,High
CA-2012-JH543023-41184,10/2/2016,10/2/2016,Same Day,High
US-2015-JH15430140-42328,11/20/2019,11/26/2019,Standard Class,Medium
US-2012-TZ2144536-41046,5/17/2016,5/22/2016,Standard Class,Medium
MX-2015-PR1888018-42153,5/29/2019,6/3/2019,Standard Class,Medium
ES-2012-CS11860139-41054,5/25/2016,6/1/2016,Standard Class,Low
CA-2012-BT11440140-41063,6/3/2016,6/8/2016,Standard Class,Medium
TU-2012-AJ960134-41194,10/12/2016,10/17/2016,Second Class,Medium
IN-2012-JR157007-40936,1/28/2016,2/2/2016,Second Class,Medium
ID-2014-EH1418559-41982,12/9/2018,12/13/2018,Standard Class,Medium
MX-2015-TC2114582-42064,3/1/2019,3/5/2019,Standard Class,Medium
IN-2014-KA1652527-41724,3/26/2018,4/1/2018,Standard Class,Low
RS-2014-HG5025108-41896,9/14/2018,9/14/2018,Same Day,Critical
IN-2012-SA2083027-41080,6/20/2016,6/24/2016,Standard Class,High
ES-2015-CD1192045-42255,9/8/2019,9/8/2019,Same Day,High
UP-2014-CS2355137-41945,11/2/2018,11/6/2018,Standard Class,Medium
IT-2012-GM1468091-40921,1/13/2016,1/19/2016,Standard Class,Medium
MX-2014-DL1349593-41832,7/12/2018,7/12/2018,Same Day,High
IN-2013-MC1810058-41539,9/22/2017,9/26/2017,Standard Class,High
CA-2014-BT11440140-41718,3/20/2018,3/22/2018,Second Class,High
ES-2014-RM1975064-41893,9/11/2018,9/14/2018,First Class,High
CA-2013-JJ15445140-41545,9/28/2017,10/3/2017,Second Class,Medium
MX-2014-LC1693018-41752,4/23/2018,4/27/2018,Standard Class,High
MX-2014-AG1039018-41985,12/12/2018,12/16/2018,Standard Class,Medium
TU-2015-BK1260134-42145,5/21/2019,5/26/2019,Standard Class,Medium
ID-2015-SC208007-42166,6/11/2019,6/14/2019,First Class,High
CA-2012-BT11440140-41235,11/22/2016,11/26/2016,Standard Class,Medium
IN-2014-TM2101058-41895,9/13/2018,9/19/2018,Standard Class,Medium
IN-2012-EP139157-41138,8/17/2016,8/21/2016,Second Class,Medium
MX-2015-SF2006518-42307,10/30/2019,11/6/2019,Standard Class,Medium
ES-2014-RO1978045-41713,3/15/2018,3/19/2018,Standard Class,Medium
UZ-2015-VD11670142-42052,2/17/2019,2/21/2019,Second Class,Medium
MO-2012-LW721586-41244,12/1/2016,12/2/2016,First Class,High
CA-2015-RA19285140-42364,12/26/2019,12/30/2019,Standard Class,High
US-2015-AS1013582-42134,5/10/2019,5/14/2019,Standard Class,Medium
IS-2013-LS694563-41453,6/28/2017,7/2/2017,Standard Class,Medium
ES-2014-LP17095139-41772,5/13/2018,5/18/2018,Standard Class,Medium
US-2015-BE11455140-42115,4/21/2019,4/22/2019,First Class,Medium
IN-2014-RD198107-41697,2/27/2018,3/1/2018,First Class,High
MX-2014-FA1423055-41976,12/3/2018,12/4/2018,First Class,High
MX-2015-TG2131082-42208,7/23/2019,7/28/2019,Standard Class,Medium
PL-2014-BM1650103-41888,9/6/2018,9/12/2018,Standard Class,Medium
ES-2015-PF1916548-42025,1/21/2019,1/24/2019,First Class,Medium
ES-2014-CM1193544-41753,4/24/2018,4/28/2018,Standard Class,High
MX-2013-EM1406582-41605,11/27/2017,11/28/2017,First Class,Critical
IT-2012-AG1052564-41269,12/26/2016,12/28/2016,First Class,High
IS-2013-CS240063-41590,11/12/2017,11/16/2017,Standard Class,Medium
ES-2015-AR103458-42265,9/18/2019,9/23/2019,Standard Class,Medium
LY-2015-MB808574-42358,12/20/2019,12/24/2019,Standard Class,Medium
CA-2014-BE11455140-41888,9/6/2018,9/11/2018,Standard Class,High
ES-2015-CS1246048-42363,12/25/2019,1/1/2020,Standard Class,Low
IN-2015-SC2057566-42192,7/7/2019,7/12/2019,Second Class,Medium
CG-2015-MH778533-42292,10/15/2019,10/18/2019,Second Class,Critical
ES-2012-ME17725125-41004,4/5/2016,4/9/2016,Standard Class,Medium
US-2014-AR1082598-41955,11/12/2018,11/19/2018,Standard Class,Medium
ES-2014-CS12400139-41793,6/3/2018,6/8/2018,Standard Class,Medium
MX-2014-BN1151526-41937,10/25/2018,10/27/2018,Second Class,High
US-2014-AB1001582-41943,10/31/2018,11/7/2018,Standard Class,Medium
ID-2015-ML1741059-42105,4/11/2019,4/12/2019,First Class,High
ID-2014-BP1105097-41808,6/18/2018,6/21/2018,First Class,High
KE-2012-RB946569-41158,9/6/2016,9/11/2016,Standard Class,Medium
MX-2015-AP1091593-42052,2/17/2019,2/18/2019,First Class,High
IN-2012-CC124307-40969,3/1/2016,3/6/2016,Standard Class,Medium
CA-2015-MH18115140-42272,9/25/2019,9/29/2019,Standard Class,High
CA-2015-JE15475140-42176,6/21/2019,6/27/2019,Standard Class,Medium
IN-2014-GT146357-41971,11/28/2018,12/2/2018,Standard Class,Medium
MX-2015-TC2098098-42067,3/4/2019,3/6/2019,Second Class,Critical
ES-2013-MY1738064-41425,5/31/2017,6/2/2017,Second Class,High
IN-2015-BE113357-42273,9/26/2019,9/29/2019,Second Class,Medium
ES-2014-PJ1883564-41693,2/23/2018,2/26/2018,First Class,Critical
US-2015-RD1958555-42228,8/12/2019,8/12/2019,Same Day,High
MX-2012-BG1169582-41250,12/7/2016,12/7/2016,Same Day,High
ES-2013-DB13660120-41478,7/23/2017,7/27/2017,Standard Class,Medium
CA-2013-JE15475140-41605,11/27/2017,12/1/2017,Standard Class,Medium
MX-2015-PP1895536-42314,11/6/2019,11/10/2019,Standard Class,High
ES-2012-LD1685548-41145,8/24/2016,8/24/2016,Same Day,Medium
AE-2015-GH4665138-42351,12/13/2019,12/19/2019,Standard Class,Medium
IN-2013-HP1481558-41335,3/2/2017,3/4/2017,Second Class,Medium
CA-2012-JF15490140-41200,10/18/2016,10/18/2016,Same Day,Critical
ES-2015-PB1921045-42361,12/23/2019,12/23/2019,Same Day,Medium
CA-2014-BE11455140-41766,5/7/2018,5/11/2018,Standard Class,Medium
US-2014-BE11455140-41766,5/7/2018,5/9/2018,Second Class,High
US-2015-EL1373536-42158,6/3/2019,6/5/2019,First Class,Medium
CA-2015-JF15490140-42248,9/1/2019,9/6/2019,Standard Class,Medium
MX-2013-BH1171082-41585,11/7/2017,11/8/2017,First Class,Critical
US-2015-AB1010555-42332,11/24/2019,12/1/2019,Standard Class,Medium
CA-2013-BE11455140-41531,9/14/2017,9/18/2017,Second Class,Medium
IN-2015-PL189257-42152,5/28/2019,6/3/2019,Standard Class,Medium
ID-2015-SP2054559-42195,7/10/2019,7/15/2019,Standard Class,High
IN-2015-Co1264027-42280,10/3/2019,10/9/2019,Standard Class,Medium
TU-2015-MG7695134-42034,1/30/2019,2/4/2019,Standard Class,Medium
US-2015-JF15490140-42025,1/21/2019,1/27/2019,Standard Class,Medium
CA-2015-JL15505140-42224,8/8/2019,8/12/2019,Standard Class,High
CG-2012-NF838533-41256,12/13/2016,12/18/2016,Second Class,Medium
CA-2013-BE11455140-41488,8/2/2017,8/5/2017,Second Class,High
UG-2014-GH4665136-41877,8/26/2018,8/29/2018,First Class,Medium
US-2013-JP15460140-41549,10/2/2017,10/8/2017,Standard Class,Medium
RS-2013-PB9210108-41485,7/30/2017,8/3/2017,Second Class,Medium
MX-2014-AG1067518-41749,4/20/2018,4/25/2018,Standard Class,Medium
ES-2014-SS20875120-41926,10/14/2018,10/18/2018,Second Class,Medium
SA-2013-MD7860110-41417,5/23/2017,5/27/2017,Second Class,Medium
IT-2015-MF1825045-42097,4/3/2019,4/9/2019,Standard Class,Low
CA-2013-ON18715140-41499,8/13/2017,8/20/2017,Standard Class,Medium
IN-2014-LS172307-41691,2/21/2018,2/27/2018,Standard Class,Medium
IN-2012-AW1084097-41228,11/15/2016,11/18/2016,First Class,Critical
CA-2012-JL15505140-41226,11/13/2016,11/17/2016,Standard Class,Medium
US-2013-NP1868518-41347,3/14/2017,3/18/2017,Standard Class,Medium
ES-2012-CC1261045-41152,8/31/2016,9/3/2016,Second Class,Medium
ES-2014-PN1877545-41713,3/15/2018,3/19/2018,Standard Class,Medium
IN-2014-YS2188058-41783,5/24/2018,5/30/2018,Standard Class,Medium
TU-2015-SW10350134-42024,1/20/2019,1/23/2019,Second Class,Medium
IN-2015-DK12985144-42112,4/18/2019,4/22/2019,Standard Class,Medium
US-2014-CM1223518-41903,9/21/2018,9/27/2018,Standard Class,Low
IN-2014-BF110807-41976,12/3/2018,12/6/2018,Second Class,Critical
CA-2015-BN11470140-42078,3/15/2019,3/18/2019,Second Class,Medium
US-2015-BN11470140-42345,12/7/2019,12/9/2019,Second Class,High
CA-2013-BN11470140-41380,4/16/2017,4/21/2017,Standard Class,Medium
CA-2015-JL15505140-42150,5/26/2019,6/2/2019,Standard Class,Medium
MX-2015-JW1522039-42077,3/14/2019,3/19/2019,Standard Class,Medium
ID-2015-LH1702097-42171,6/16/2019,6/19/2019,Second Class,High
ID-2014-MG178757-41944,11/1/2018,11/8/2018,Standard Class,Medium
ES-2015-MG1769545-42263,9/16/2019,9/16/2019,Same Day,Medium
IN-2013-LP17095102-41436,6/11/2017,6/14/2017,Second Class,Medium
CA-2012-BN11470140-41163,9/11/2016,9/16/2016,Standard Class,Medium
MX-2015-NP1870028-42176,6/21/2019,6/21/2019,Same Day,Critical
CA-2013-BT11485140-41635,12/27/2017,12/31/2017,Standard Class,Medium
MX-2013-JB1592582-41544,9/27/2017,10/1/2017,Standard Class,Medium
CA-2014-BT11485140-41710,3/12/2018,3/12/2018,Same Day,Medium
ES-2012-TG2164048-41212,10/30/2016,11/5/2016,Standard Class,Low
MX-2012-TZ2144551-40979,3/11/2016,3/11/2016,Same Day,Medium
IT-2012-RB1933048-41213,10/31/2016,11/5/2016,Standard Class,Medium
IN-2014-BD11635144-42004,12/31/2018,1/4/2019,Standard Class,Medium
IN-2014-LB1679558-41893,9/11/2018,9/16/2018,Standard Class,Medium
IN-2014-LM1706588-41937,10/25/2018,10/29/2018,Standard Class,High
CA-2013-JP15520140-41303,1/29/2017,2/3/2017,Standard Class,Medium
MX-2013-LF1718531-41432,6/7/2017,6/10/2017,First Class,High
AG-2014-RB96453-41894,9/12/2018,9/14/2018,First Class,Critical
IN-2015-MS1753058-42299,10/22/2019,10/27/2019,Standard Class,Medium
CA-2014-JM15535140-41998,12/25/2018,12/29/2018,Standard Class,Medium
ES-2015-MM1726048-42034,1/30/2019,1/30/2019,Same Day,High
IN-2015-JS1559527-42211,7/26/2019,7/28/2019,First Class,High
UP-2014-CM1815137-41901,9/19/2018,9/25/2018,Standard Class,Low
US-2015-DH1307536-42277,9/30/2019,10/2/2019,First Class,High
IT-2015-TP2156545-42231,8/15/2019,8/21/2019,Standard Class,Medium
CA-2012-BD11500140-40941,2/2/2016,2/4/2016,First Class,High
IN-2015-JK1532558-42235,8/19/2019,8/19/2019,Same Day,Medium
ZA-2014-MV7485146-41899,9/17/2018,9/22/2018,Standard Class,High
ID-2012-SH2039592-41224,11/11/2016,11/14/2016,First Class,High
IN-2013-ML1826558-41432,6/7/2017,6/11/2017,Standard Class,High
ID-2014-CP1234097-41964,11/21/2018,11/25/2018,Standard Class,Medium
CA-2012-TS21610140-41136,8/15/2016,8/19/2016,Standard Class,High
IN-2014-SV2081558-41968,11/25/2018,11/27/2018,First Class,Critical
CA-2013-JO15550140-41408,5/14/2017,5/17/2017,First Class,Medium
ES-2015-LO1717045-42141,5/17/2019,5/23/2019,Standard Class,Medium
MX-2015-MB1808582-42220,8/4/2019,8/8/2019,Standard Class,Medium
US-2015-JS1568555-42189,7/4/2019,7/7/2019,First Class,High
ES-2014-NB1858045-41731,4/2/2018,4/7/2018,Standard Class,Medium
IN-2013-RB1936058-41405,5/11/2017,5/16/2017,Second Class,High
TO-2014-SS10590131-41772,5/13/2018,5/17/2018,Standard Class,Medium
ES-2015-MS17530139-42166,6/11/2019,6/16/2019,Second Class,Medium
CA-2013-BD11500140-41631,12/23/2017,12/26/2017,First Class,High
MX-2015-DW1358531-42287,10/10/2019,10/15/2019,Second Class,Medium
MX-2014-MB1808582-41805,6/15/2018,6/19/2018,Standard Class,High
IN-2014-SH1997527-41766,5/7/2018,5/9/2018,Second Class,High
IN-2012-GA14515102-41153,9/1/2016,9/7/2016,Standard Class,Low
IN-2015-SU2066527-42242,8/26/2019,8/26/2019,Same Day,Medium
US-2012-BD11500140-41195,10/13/2016,10/19/2016,Standard Class,Medium
CA-2013-JO15550140-41587,11/9/2017,11/13/2017,Standard Class,Medium
MX-2014-GM1468093-41751,4/22/2018,4/23/2018,First Class,High
ES-2013-MP1817545-41524,9/7/2017,9/11/2017,Standard Class,Medium
GG-2015-DV346547-42356,12/18/2019,12/23/2019,Standard Class,Medium
MX-2014-JK1564082-41832,7/12/2018,7/14/2018,Second Class,Critical
IN-2013-MK17905144-41551,10/4/2017,10/7/2017,Second Class,Medium
IN-2013-CA127757-41566,10/19/2017,10/24/2017,Standard Class,Medium
IZ-2014-MV819061-41697,2/27/2018,2/28/2018,First Class,Medium
MX-2015-JH1591082-42327,11/19/2019,11/23/2019,Standard Class,High
US-2015-BD11500140-42031,1/27/2019,2/1/2019,Standard Class,High
MX-2014-JF1549082-41762,5/3/2018,5/3/2018,Same Day,High
CA-2013-BD11500140-41533,9/16/2017,9/21/2017,Standard Class,Medium
ES-2014-CT1199545-41683,2/13/2018,2/16/2018,First Class,High
CA-2014-NC18340140-41968,11/25/2018,11/27/2018,First Class,High
US-2015-BD11500140-42334,11/26/2019,11/30/2019,Standard Class,Medium
ES-2014-CC1243045-41693,2/23/2018,2/28/2018,Standard Class,Medium
IN-2014-HJ1487527-41893,9/11/2018,9/14/2018,First Class,Medium
IN-2013-TC211457-41571,10/24/2017,10/28/2017,Standard Class,Medium
MX-2015-GZ1454582-42264,9/17/2019,9/21/2019,Second Class,High
IN-2014-TC2147592-41884,9/2/2018,9/7/2018,Standard Class,Medium
ES-2013-EH14125120-41573,10/26/2017,10/26/2017,Same Day,High
PL-2015-CC2610103-42025,1/21/2019,1/23/2019,First Class,Medium
ES-2014-PO18850120-41793,6/3/2018,6/6/2018,First Class,Critical
US-2015-JE1547555-42150,5/26/2019,5/31/2019,Standard Class,Medium
UP-2013-SL10155137-41341,3/8/2017,3/8/2017,Same Day,Critical
MX-2014-VM2168582-41705,3/7/2018,3/12/2018,Standard Class,High
MX-2014-CM1223528-41782,5/23/2018,5/25/2018,First Class,High
SA-2012-BE1410110-41079,6/19/2016,6/21/2016,Second Class,High
MX-2012-VP2173028-41068,6/8/2016,6/12/2016,Standard Class,Medium
CA-2014-KH16630140-41987,12/14/2018,12/18/2018,Standard Class,High
ES-2012-TB2125045-41145,8/24/2016,8/28/2016,Standard Class,Medium
IN-2012-SB2017027-41153,9/1/2016,9/2/2016,First Class,Critical
IN-2015-CS1217511-42238,8/22/2019,8/24/2019,First Class,Medium
IT-2012-GD1459091-40988,3/20/2016,3/26/2016,Standard Class,Medium
NI-2013-GT471095-41290,1/16/2017,1/22/2017,Standard Class,Medium
MX-2012-DB1340539-41050,5/21/2016,5/23/2016,Second Class,High
IN-2015-JB1592511-42063,2/28/2019,3/5/2019,Standard Class,High
IR-2014-CS246060-41993,12/20/2018,12/27/2018,Standard Class,Low
IT-2014-CM12235120-41729,3/31/2018,4/5/2018,Second Class,Medium
TU-2013-MK7905134-41619,12/11/2017,12/14/2017,Second Class,Medium
US-2015-JO15550140-42111,4/17/2019,4/21/2019,Standard Class,High
IN-2014-NB1865527-41858,8/7/2018,8/7/2018,Same Day,Medium
IT-2014-DB13405139-41887,9/5/2018,9/9/2018,Standard Class,Medium
CA-2014-SS20140140-41999,12/26/2018,1/2/2019,Standard Class,Medium
ES-2012-SR204258-40922,1/14/2016,1/19/2016,Standard Class,High
KG-2012-RM967570-41261,12/18/2016,12/21/2016,Second Class,High
CA-2015-JE15610140-42318,11/10/2019,11/14/2019,Standard Class,Medium
IN-2013-ML1741027-41275,1/1/2017,1/5/2017,Standard Class,Medium
ES-2012-Co12640139-41147,8/26/2016,9/1/2016,Standard Class,Low
CG-2014-ME801033-41977,12/4/2018,12/11/2018,Standard Class,Medium
ZA-2014-EM4140147-41681,2/11/2018,2/13/2018,First Class,High
MX-2014-HH1501082-41993,12/20/2018,12/25/2018,Standard Class,Medium
EZ-2015-BD156032-42279,10/2/2019,10/6/2019,Standard Class,Medium
MX-2014-ON1871539-41823,7/3/2018,7/6/2018,First Class,Critical
ID-2014-AO10810118-41839,7/19/2018,7/24/2018,Second Class,Medium
ID-2014-KH163607-41950,11/7/2018,11/10/2018,Second Class,High
CA-2012-BN11515140-41168,9/16/2016,9/20/2016,Standard Class,Medium
MX-2014-JK1564036-41649,1/10/2018,1/14/2018,Standard Class,High
SL-2013-MZ7515112-41515,8/29/2017,9/3/2017,Standard Class,Medium
IN-2015-DK1309027-42350,12/12/2019,12/14/2019,First Class,High
IN-2013-FC1424578-41471,7/16/2017,7/22/2017,Standard Class,Low
CA-2015-JE15610140-42095,4/1/2019,4/3/2019,Second Class,High
ES-2014-JM1565548-41977,12/4/2018,12/9/2018,Standard Class,Medium
ES-2015-PW19030139-42076,3/13/2019,3/13/2019,Same Day,Medium
IN-2013-MK1790588-41544,9/27/2017,10/1/2017,Standard Class,Medium
ES-2013-NB18655120-41282,1/8/2017,1/12/2017,Standard Class,High
MX-2014-DP1339018-41995,12/22/2018,12/26/2018,Standard Class,High
MX-2012-RW1963082-41039,5/10/2016,5/14/2016,Standard Class,High
MX-2015-LB1679539-42244,8/28/2019,8/31/2019,Second Class,Critical
US-2015-MO17500101-42333,11/25/2019,11/27/2019,First Class,High
NI-2013-AY55595-41522,9/5/2017,9/9/2017,Standard Class,Medium
CM-2015-DB291022-42036,2/1/2019,2/3/2019,Second Class,High
CA-2012-JK15625140-41059,5/30/2016,6/4/2016,Standard Class,Medium
ES-2015-GK1462048-42290,10/13/2019,10/16/2019,Second Class,Medium
GB-2013-DD357046-41628,12/20/2017,12/22/2017,Second Class,Critical
ID-2012-RP19270118-40999,3/31/2016,4/4/2016,Standard Class,Medium
MX-2012-SZ2003593-41170,9/18/2016,9/24/2016,Standard Class,Low
KE-2015-JH598569-42317,11/9/2019,11/13/2019,Standard Class,High
MX-2014-KD1661531-41873,8/22/2018,8/24/2018,First Class,Critical
US-2014-PO1885018-41863,8/12/2018,8/16/2018,Standard Class,Medium
MX-2015-BW1106518-42252,9/5/2019,9/9/2019,Standard Class,Medium
ES-2012-HF1499548-41245,12/2/2016,12/5/2016,First Class,Medium
IN-2012-JF1519011-41189,10/7/2016,10/14/2016,Standard Class,Medium
MX-2014-RD1981028-41987,12/14/2018,12/18/2018,Standard Class,High
ID-2015-EM139607-42367,12/29/2019,1/4/2020,Standard Class,Medium
MX-2013-MV1819051-41619,12/11/2017,12/13/2017,Second Class,High
ES-2012-JM15580139-40941,2/2/2016,2/4/2016,First Class,High
US-2013-JK15640140-41626,12/18/2017,12/18/2017,Same Day,High
TZ-2015-JL5835129-42056,2/21/2019,2/26/2019,Standard Class,Medium
CA-2015-TD20995140-42320,11/12/2019,11/14/2019,First Class,Critical
BU-2014-VT1170019-41796,6/6/2018,6/10/2018,Standard Class,Medium
MX-2015-JB1592582-42340,12/2/2019,12/6/2019,Standard Class,High
CA-2015-BN11515140-42249,9/2/2019,9/6/2019,Second Class,Medium
SA-2014-JL5130110-41912,9/30/2018,10/4/2018,Standard Class,High
US-2014-JM15655140-41986,12/13/2018,12/13/2018,Same Day,Critical
ES-2012-EB1370545-41095,7/5/2016,7/12/2016,Standard Class,Medium
SA-2015-EC4050110-42160,6/5/2019,6/9/2019,Standard Class,High
PL-2013-MC7845103-41598,11/20/2017,11/20/2017,Same Day,High
MZ-2012-TS1161087-41046,5/17/2016,5/21/2016,Standard Class,High
CG-2013-KB631533-41541,9/24/2017,9/27/2017,Second Class,Critical
IN-2012-YC2189558-41272,12/29/2016,1/5/2017,Standard Class,Medium
ID-2014-SC2005097-41797,6/7/2018,6/10/2018,Second Class,High
RS-2015-VS11820108-42178,6/23/2019,6/27/2019,Standard Class,High
MX-2014-KH1651018-41721,3/23/2018,3/28/2018,Second Class,Medium
MX-2013-VG2179082-41502,8/16/2017,8/21/2017,Standard Class,Medium
MX-2012-MC1813082-41179,9/27/2016,10/2/2016,Standard Class,Medium
US-2015-AB1006098-42327,11/19/2019,11/19/2019,Same Day,High
CA-2012-JK15640140-41170,9/18/2016,9/18/2016,Same Day,High
MX-2013-DA1345082-41401,5/7/2017,5/12/2017,Standard Class,Medium
IN-2012-TH215507-41109,7/19/2016,7/21/2016,First Class,Critical
ES-2015-ED1388548-42080,3/17/2019,3/21/2019,Standard Class,Medium
PU-2015-NF847553-42326,11/18/2019,11/22/2019,Second Class,Medium
SF-2014-RD9810117-41702,3/4/2018,3/10/2018,Standard Class,Medium
MX-2012-EB1417093-41110,7/20/2016,7/25/2016,Standard Class,Medium
CA-2014-JR15670140-41776,5/17/2018,5/24/2018,Standard Class,Low
CA-2013-JK15640140-41393,4/29/2017,5/4/2017,Second Class,Medium
ID-2015-NR1855092-42133,5/9/2019,5/14/2019,Standard Class,Medium
